Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q26,Q22,Q23,Q24,Q25
Always,Not sure what a password manager is,Very confident,"Yes, but a long time ago",Not confident,Report it to IT,Rarely,"Yes, always","Yes, frequently",Occasionally,Rarely,Very confident,"Yes, frequently",Not very helpful,Always,Videos,Not effective,"Yes, always",Not relevant,"Yes, significantly",Rarely,Rarely,"Yes, highly effective",Neutral,Neutral
Sometimes,Yes,Very confident,"No, never",Neutral,Delete it immediately,Never,Most of the time,Rarely,Every week,Never,Very confident,Occasionally,Neutral,Most of the time,Live training sessions,Neutral,Rarely,Neutral,Somewhat,"Yes, frequently","Yes, always",Not effective,Useful,"Yes, significantly"
Rarely,Not sure what a password manager is,Neutral,"Yes, recently",Not confident,Report it to IT,Never,Most of the time,"No, never",Monthly,"Yes, automatically",Neutral,Not sure,Not helpful at all,Most of the time,Quizzes,Not effective,Rarely,Very relevant,Somewhat,Sometimes,"Yes, always",Neutral,Useful,"Yes, significantly"
Never,Not sure what a password manager is,Confident,Not sure,Somewhat confident,Report it to IT,Rarely,"Yes, always",Occasionally,Occasionally,"Yes, automatically",Very confident,Not sure,Helpful,Most of the time,Quizzes,Neutral,Sometimes,Very relevant,No,"Yes, frequently",Sometimes,Not effective,Neutral,Neutral
Rarely,Not sure what a password manager is,Confident,"No, never",Neutral,Consult a colleague,Rarely,Never,Rarely,Every week,Rarely,Very confident,Never,Not helpful at all,Sometimes,Videos,Effective,No,Neutral,No,Sometimes,Rarely,Neutral,Not useful,"Yes, significantly"
Always,Not sure what a password manager is,Confident,"No, never",Neutral,Consult a colleague,Rarely,Sometimes,Rarely,Occasionally,Rarely,Very confident,Never,Neutral,Sometimes,Quizzes,Neutral,"Yes, always",Very relevant,Neutral,Sometimes,"Yes, always","Yes, highly effective",Useful,Neutral
Sometimes,Yes,Neutral,"Yes, but a long time ago",Neutral,Delete it immediately,Sometimes,Never,"No, never",Never,"Yes, automatically",Confident,Never,Not helpful at all,Sometimes,Simulations,Very effective,No,Somewhat relevant,Neutral,Sometimes,No,Neutral,Useful,No
Sometimes,Yes,Not confident,Not sure,Not confident,Open and read carefully,Rarely,Rarely,"Yes, frequently",Never,Never,Confident,Not sure,Neutral,Always,Quizzes,Effective,No,Not relevant,No,Never,"Yes, always",Neutral,Neutral,"Yes, significantly"
Often,Yes,Neutral,"Yes, recently",Not confident,Open and read carefully,Sometimes,Sometimes,"Yes, frequently",Every week,Sometimes,Not confident,"Yes, frequently",Very helpful,Always,Videos,Not effective,"Yes, always",Somewhat relevant,No,Sometimes,Sometimes,"Yes, highly effective",Useful,"Yes, significantly"
Rarely,No,Not confident at all,"Yes, recently",Not confident,Consult a colleague,Never,Rarely,"Yes, frequently",Never,Sometimes,Neutral,Not sure,Neutral,Rarely,Quizzes,Very effective,No,Somewhat relevant,"Yes, significantly","Yes, frequently",Sometimes,Not effective,Not useful,"Yes, somewhat"
Always,Yes,Very confident,"Yes, recently",Neutral,Consult a colleague,Always,Most of the time,"No, never",Monthly,Never,Not confident,Occasionally,Helpful,Never,Quizzes,Very effective,"Yes, always",Somewhat relevant,No,"Yes, frequently",Rarely,Not effective,Very useful,Neutral
Always,No,Not confident,"Yes, but a long time ago",Neutral,Delete it immediately,Often,Rarely,Rarely,Monthly,Never,Not confident,"Yes, frequently",Not very helpful,Never,Simulations,Very effective,No,Somewhat relevant,Neutral,Sometimes,No,Effective,Useful,Neutral
Sometimes,Not sure what a password manager is,Not confident,"Yes, recently",Very confident,Delete it immediately,Rarely,Most of the time,Occasionally,Monthly,Rarely,Neutral,"Yes, frequently",Not very helpful,Always,Simulations,Neutral,Sometimes,Somewhat relevant,Somewhat,"Yes, frequently",Rarely,Effective,Useful,Neutral
Never,Yes,Not confident,"No, never",Neutral,Open and read carefully,Sometimes,Sometimes,Rarely,Monthly,Sometimes,Neutral,Never,Not helpful at all,Rarely,Simulations,Not effective,Rarely,Somewhat relevant,Somewhat,Rarely,Rarely,Not effective,Useful,Neutral
Sometimes,No,Confident,Not sure,Not confident,Consult a colleague,Rarely,Rarely,Occasionally,Monthly,Never,Neutral,Not sure,Helpful,Rarely,Videos,Effective,Rarely,Not relevant,No,Sometimes,No,"Yes, highly effective",Very useful,Neutral
Sometimes,Yes,Not confident,"No, never",Very confident,Open and read carefully,Rarely,Sometimes,"Yes, frequently",Monthly,Sometimes,Neutral,Occasionally,Helpful,Rarely,Quizzes,Effective,No,Not relevant,Somewhat,Rarely,No,"Yes, highly effective",Useful,Neutral
Always,Yes,Confident,"Yes, but a long time ago",Somewhat confident,Open and read carefully,Often,"Yes, always","No, never",Never,Rarely,Very confident,Never,Very helpful,Sometimes,Simulations,Neutral,Sometimes,Not relevant,Somewhat,Never,Sometimes,Neutral,Useful,"Yes, significantly"
Often,No,Not confident,"Yes, recently",Neutral,Delete it immediately,Always,"Yes, always",Rarely,Occasionally,"Yes, automatically",Very confident,Not sure,Not very helpful,Sometimes,Quizzes,Very effective,"Yes, always",Neutral,No,Never,Rarely,Effective,Neutral,"Yes, significantly"
Rarely,Not sure what a password manager is,Neutral,"Yes, recently",Neutral,Open and read carefully,Rarely,Rarely,"No, never",Never,"Yes, automatically",Confident,Occasionally,Neutral,Rarely,Quizzes,Neutral,No,Neutral,No,Never,"Yes, always",Neutral,Useful,"Yes, somewhat"
Rarely,No,Very confident,"No, never",Neutral,Open and read carefully,Sometimes,Most of the time,"No, never",Occasionally,"Yes, automatically",Not confident,"Yes, frequently",Not very helpful,Sometimes,Simulations,Not effective,Rarely,Very relevant,"Yes, significantly",Rarely,Sometimes,Effective,Useful,"Yes, somewhat"
Sometimes,Not sure what a password manager is,Confident,"Yes, but a long time ago",Neutral,Consult a colleague,Always,"Yes, always","No, never",Never,Never,Confident,"Yes, frequently",Very helpful,Never,Simulations,Not effective,Rarely,Neutral,Neutral,Rarely,Rarely,Effective,Not useful,"Yes, significantly"
Often,Yes,Not confident,Not sure,Very confident,Report it to IT,Often,Sometimes,Rarely,Never,Rarely,Confident,"Yes, frequently",Helpful,Never,Simulations,Not effective,Rarely,Neutral,Neutral,Rarely,No,Not effective,Useful,"Yes, somewhat"
Never,No,Not confident at all,"Yes, but a long time ago",Very confident,Consult a colleague,Always,Rarely,"No, never",Occasionally,"Yes, automatically",Very confident,"Yes, frequently",Neutral,Always,Quizzes,Effective,No,Not relevant,Neutral,Never,Rarely,"Yes, highly effective",Neutral,"Yes, somewhat"
Often,No,Not confident at all,"Yes, recently",Somewhat confident,Consult a colleague,Rarely,Rarely,"Yes, frequently",Monthly,"Yes, automatically",Very confident,Rarely,Not very helpful,Sometimes,Quizzes,Not effective,Rarely,Neutral,Neutral,Sometimes,No,"Yes, highly effective",Useful,"Yes, significantly"
Never,No,Not confident,"Yes, recently",Neutral,Report it to IT,Rarely,Sometimes,Occasionally,Occasionally,Never,Not confident,Not sure,Very helpful,Most of the time,Quizzes,Not effective,Sometimes,Not relevant,"Yes, significantly",Rarely,"Yes, always","Yes, highly effective",Useful,"Yes, somewhat"
Sometimes,No,Neutral,"No, never",Very confident,Delete it immediately,Never,Sometimes,"Yes, frequently",Never,Sometimes,Very confident,Never,Very helpful,Never,Simulations,Not effective,"Yes, always",Neutral,Somewhat,Rarely,Rarely,Effective,Useful,"Yes, significantly"
Never,Yes,Confident,"No, never",Neutral,Delete it immediately,Rarely,Most of the time,Rarely,Occasionally,Sometimes,Confident,Never,Neutral,Sometimes,Videos,Neutral,No,Not relevant,Neutral,Sometimes,"Yes, always","Yes, highly effective",Very useful,"Yes, significantly"
Always,Not sure what a password manager is,Not confident at all,"Yes, but a long time ago",Neutral,Open and read carefully,Often,"Yes, always",Occasionally,Rarely,Sometimes,Neutral,Not sure,Not very helpful,Most of the time,Quizzes,Neutral,Rarely,Somewhat relevant,"Yes, significantly",Never,No,Neutral,Useful,"Yes, significantly"
Always,No,Confident,"Yes, recently",Very confident,Consult a colleague,Rarely,Most of the time,"Yes, frequently",Monthly,Sometimes,Neutral,"Yes, frequently",Not very helpful,Rarely,Live training sessions,Not effective,Rarely,Very relevant,Neutral,Sometimes,No,Not effective,Neutral,Neutral
Often,No,Not confident,"Yes, but a long time ago",Neutral,Open and read carefully,Rarely,Most of the time,Rarely,Never,Never,Confident,Rarely,Neutral,Rarely,Quizzes,Not effective,"Yes, always",Not relevant,"Yes, significantly",Sometimes,"Yes, always",Not effective,Not useful,"Yes, somewhat"
Always,Not sure what a password manager is,Confident,"Yes, recently",Neutral,Open and read carefully,Never,Never,"No, never",Occasionally,"Yes, manually",Very confident,Not sure,Very helpful,Always,Videos,Not effective,Rarely,Somewhat relevant,"Yes, significantly","Yes, frequently",Sometimes,"Yes, highly effective",Not useful,Neutral
Never,Not sure what a password manager is,Very confident,"Yes, recently",Not confident,Open and read carefully,Often,Sometimes,"No, never",Never,Never,Confident,Never,Not very helpful,Most of the time,Quizzes,Not effective,Sometimes,Neutral,Neutral,Rarely,Rarely,"Yes, highly effective",Useful,Neutral
Rarely,Yes,Not confident,"Yes, but a long time ago",Very confident,Open and read carefully,Sometimes,"Yes, always",Occasionally,Monthly,Rarely,Not confident,Never,Neutral,Most of the time,Simulations,Effective,No,Neutral,Somewhat,Never,Sometimes,Neutral,Neutral,"Yes, significantly"
Rarely,Yes,Confident,"Yes, recently",Neutral,Report it to IT,Often,Rarely,Occasionally,Every week,"Yes, automatically",Confident,Never,Helpful,Never,Quizzes,Not effective,"Yes, always",Somewhat relevant,"Yes, significantly","Yes, frequently",Sometimes,"Yes, highly effective",Neutral,"Yes, somewhat"
Rarely,Yes,Neutral,"Yes, recently",Neutral,Delete it immediately,Often,"Yes, always",Rarely,Rarely,Never,Confident,"Yes, frequently",Not very helpful,Most of the time,Quizzes,Not effective,"Yes, always",Neutral,Neutral,Never,Rarely,Effective,Not useful,"Yes, significantly"
Always,Not sure what a password manager is,Confident,"Yes, recently",Neutral,Report it to IT,Rarely,Rarely,"No, never",Every week,Rarely,Confident,Never,Neutral,Never,Videos,Neutral,No,Neutral,Somewhat,Rarely,Rarely,Effective,Very useful,"Yes, somewhat"
Sometimes,Yes,Confident,"Yes, recently",Not confident,Consult a colleague,Rarely,Most of the time,"No, never",Monthly,Rarely,Not confident,Never,Neutral,Rarely,Simulations,Very effective,No,Not relevant,Somewhat,"Yes, frequently","Yes, always","Yes, highly effective",Not useful,Neutral
Never,Yes,Confident,Not sure,Neutral,Open and read carefully,Never,"Yes, always","No, never",Rarely,"Yes, automatically",Confident,"Yes, frequently",Not helpful at all,Sometimes,Live training sessions,Effective,No,Somewhat relevant,Neutral,"Yes, frequently","Yes, always",Effective,Very useful,"Yes, somewhat"
Never,No,Not confident,"Yes, recently",Somewhat confident,Open and read carefully,Sometimes,"Yes, always",Occasionally,Monthly,"Yes, manually",Not confident,Rarely,Very helpful,Never,Live training sessions,Very effective,Rarely,Not relevant,Neutral,"Yes, frequently",Rarely,Neutral,Neutral,Neutral
Always,Not sure what a password manager is,Not confident at all,Not sure,Somewhat confident,Open and read carefully,Sometimes,Rarely,"No, never",Occasionally,"Yes, manually",Confident,Rarely,Not helpful at all,Always,Quizzes,Effective,No,Neutral,Somewhat,Never,"Yes, always",Not effective,Useful,"Yes, significantly"
Rarely,Not sure what a password manager is,Not confident at all,"No, never",Neutral,Report it to IT,Rarely,Sometimes,"Yes, frequently",Never,Sometimes,Very confident,Rarely,Not helpful at all,Never,Quizzes,Effective,No,Very relevant,"Yes, significantly",Sometimes,Rarely,Effective,Very useful,"Yes, significantly"
Never,No,Not confident at all,"Yes, but a long time ago",Not confident,Report it to IT,Rarely,Most of the time,"Yes, frequently",Occasionally,"Yes, automatically",Very confident,Rarely,Helpful,Sometimes,Simulations,Effective,Sometimes,Neutral,Somewhat,Never,"Yes, always","Yes, highly effective",Very useful,"Yes, significantly"
Sometimes,No,Very confident,"No, never",Neutral,Open and read carefully,Often,Rarely,Occasionally,Every week,"Yes, manually",Very confident,Rarely,Not very helpful,Most of the time,Quizzes,Very effective,No,Very relevant,No,Sometimes,No,"Yes, highly effective",Useful,Neutral
Never,No,Not confident,"No, never",Neutral,Consult a colleague,Often,Sometimes,Rarely,Monthly,Rarely,Not confident,"Yes, frequently",Helpful,Sometimes,Simulations,Not effective,Sometimes,Somewhat relevant,"Yes, significantly",Sometimes,"Yes, always",Not effective,Not useful,"Yes, significantly"
Never,No,Very confident,"Yes, recently",Very confident,Report it to IT,Rarely,"Yes, always",Occasionally,Rarely,"Yes, automatically",Very confident,Not sure,Not very helpful,Never,Simulations,Effective,Rarely,Somewhat relevant,No,Sometimes,Rarely,"Yes, highly effective",Very useful,"Yes, significantly"
Never,Yes,Neutral,"No, never",Somewhat confident,Consult a colleague,Sometimes,Sometimes,Rarely,Every week,Sometimes,Not confident,Never,Not helpful at all,Never,Videos,Very effective,Sometimes,Neutral,No,Sometimes,Rarely,Neutral,Neutral,Neutral
Rarely,Yes,Neutral,"Yes, recently",Neutral,Consult a colleague,Always,"Yes, always","No, never",Monthly,Rarely,Not confident,Not sure,Neutral,Always,Quizzes,Neutral,Sometimes,Not relevant,No,Never,No,Effective,Neutral,Neutral
Always,Yes,Neutral,"No, never",Very confident,Open and read carefully,Sometimes,Rarely,Occasionally,Occasionally,Never,Very confident,"Yes, frequently",Very helpful,Most of the time,Quizzes,Not effective,No,Not relevant,Neutral,Rarely,"Yes, always",Effective,Very useful,No
Sometimes,Yes,Not confident,"Yes, recently",Very confident,Report it to IT,Sometimes,"Yes, always",Occasionally,Every week,"Yes, manually",Neutral,Never,Not very helpful,Most of the time,Simulations,Effective,Sometimes,Very relevant,Somewhat,Rarely,Rarely,Not effective,Not useful,Neutral
Never,Not sure what a password manager is,Very confident,"Yes, recently",Not confident,Consult a colleague,Always,"Yes, always","No, never",Monthly,Sometimes,Very confident,Rarely,Very helpful,Sometimes,Simulations,Not effective,No,Neutral,"Yes, significantly",Rarely,No,Not effective,Not useful,"Yes, significantly"
Often,Not sure what a password manager is,Not confident,"No, never",Not confident,Report it to IT,Rarely,Rarely,Occasionally,Occasionally,Never,Neutral,Rarely,Neutral,Rarely,Videos,Neutral,"Yes, always",Very relevant,"Yes, significantly",Rarely,Rarely,Not effective,Neutral,Neutral
Rarely,Not sure what a password manager is,Not confident at all,"Yes, recently",Neutral,Open and read carefully,Always,Sometimes,Occasionally,Monthly,Sometimes,Confident,Never,Not very helpful,Rarely,Quizzes,Neutral,No,Very relevant,Neutral,"Yes, frequently",Rarely,Neutral,Neutral,Neutral
Never,No,Confident,"No, never",Somewhat confident,Consult a colleague,Always,Rarely,Rarely,Occasionally,Never,Very confident,"Yes, frequently",Neutral,Most of the time,Quizzes,Not effective,Sometimes,Very relevant,Neutral,Rarely,Rarely,Not effective,Useful,No
Often,Yes,Confident,"Yes, but a long time ago",Very confident,Consult a colleague,Always,Rarely,Occasionally,Never,"Yes, automatically",Confident,"Yes, frequently",Very helpful,Sometimes,Simulations,Not effective,Sometimes,Neutral,Somewhat,Never,No,Neutral,Useful,Neutral
Never,Yes,Very confident,"No, never",Not confident,Report it to IT,Always,Most of the time,Occasionally,Occasionally,"Yes, automatically",Not confident,"Yes, frequently",Very helpful,Never,Live training sessions,Neutral,Sometimes,Not relevant,No,"Yes, frequently",No,Effective,Not useful,"Yes, somewhat"
Rarely,Yes,Confident,"Yes, recently",Not confident,Consult a colleague,Often,Never,"No, never",Every week,"Yes, manually",Not confident,Occasionally,Helpful,Most of the time,Quizzes,Effective,Rarely,Neutral,No,Rarely,"Yes, always","Yes, highly effective",Useful,No
